id,followers_count,following_count,tweet_count,listed_count,time_to_now,has_profile_photo,protected,verified,name_length,label,spilt
u550610050,951,275,88862,9,3860,TRUE,FALSE,FALSE,5,human,train
u550336226,986523,1998,36695,1451,3861,TRUE,FALSE,FALSE,16,human,train
u548768095,101743,86870,7440,164,3863,TRUE,FALSE,FALSE,20,human,train
u547977614,107746,0,374930,434,3864,TRUE,FALSE,FALSE,18,bot,train
u547838230,1380,1191,30309,11,3864,TRUE,FALSE,FALSE,10,human,train
u547698997,91228,1192,59620,169,3864,TRUE,FALSE,TRUE,11,human,train
u5460412,1063,1177,406092,101,5674,TRUE,FALSE,FALSE,2,bot,train
u545526535,87366,79328,931873,664,3867,TRUE,FALSE,FALSE,14,bot,train
u545409188,132182,253,33831,69,3867,TRUE,FALSE,FALSE,6,bot,train
u54476445,45526,32107,100611,327,4869,TRUE,FALSE,FALSE,15,human,train
u544333505,33033,25027,49997,71,3868,TRUE,FALSE,FALSE,16,bot,train
u544302445,973,1455,102644,41,3868,TRUE,FALSE,FALSE,2,human,train
u543186638,80751,48088,43850,140,3869,TRUE,FALSE,FALSE,14,human,train
u54311364,151835,1037,43566,3595,4870,TRUE,FALSE,FALSE,12,human,train
u543013426,97253,104043,58826,264,3869,TRUE,FALSE,FALSE,3,bot,train
u54280694,1324578,289,19058,516,4870,TRUE,FALSE,TRUE,16,bot,train
u54260419,955914,743,12916,4464,4870,TRUE,FALSE,TRUE,13,human,train
u542270778,673,0,10295,0,3870,TRUE,FALSE,FALSE,2,human,train
u541261629,1183,608,2680,1,3872,TRUE,FALSE,FALSE,5,human,train
u541170773,993,341,101452,1,3872,TRUE,FALSE,FALSE,15,human,train
u53975347,955942,243,14091,1252,4871,TRUE,FALSE,FALSE,9,human,train
u538949379,309255,52,80146,339,3874,TRUE,FALSE,TRUE,9,bot,train
u538285556,1957640,558,17518,3006,3875,TRUE,FALSE,TRUE,16,human,train
u536997660,993,501,32310,9,3876,TRUE,FALSE,FALSE,4,human,train
u535837673,75716,36010,6534,39,3877,TRUE,FALSE,FALSE,15,human,train
u534026385,953,498,66680,13,3879,TRUE,FALSE,FALSE,10,human,train
u53106875,1346586,1483,49710,2883,4874,TRUE,FALSE,TRUE,15,human,train
u52876623,94564,1032,30660,952,4875,TRUE,FALSE,TRUE,12,human,train
u527612811,131243,556,16589,130,3885,TRUE,FALSE,FALSE,17,human,train
u527506722,184036,71,98048,436,3885,TRUE,FALSE,FALSE,8,bot,train
u526926393,1966,1788,107083,8,3885,TRUE,FALSE,FALSE,8,human,train
u526677862,138284,13247,40973,120,3886,TRUE,FALSE,TRUE,14,human,train
u52544027,105580,114831,54834,39,4876,TRUE,FALSE,FALSE,12,bot,train
u523495375,935,554,3567,1,3889,TRUE,FALSE,FALSE,9,human,train
u520250204,94539,84443,5023,66,3892,TRUE,FALSE,FALSE,4,human,train
u517680491,782965,81,29414,1552,3895,TRUE,FALSE,FALSE,8,bot,train
u51674513,119656,74016,59576,2140,4878,TRUE,FALSE,TRUE,15,human,train
u51623469,120610,124728,32638,249,4878,TRUE,FALSE,FALSE,12,human,train
u51529219,918,749,21511,16,4879,TRUE,FALSE,FALSE,18,human,train
u515256733,31841,33,3049,32,3897,TRUE,FALSE,FALSE,17,human,train
u514928121,970,130,30060,0,3897,TRUE,FALSE,FALSE,4,human,train
u51447989,148918,752,30213,251,4879,TRUE,FALSE,TRUE,20,human,train
u513112719,91946,74049,96909,119,3899,TRUE,FALSE,FALSE,14,bot,train
u511548205,316028,105548,229085,119,3900,TRUE,FALSE,FALSE,6,bot,train
u51124892,1534222,819,501479,4505,4880,TRUE,FALSE,TRUE,10,bot,train
u51029993,100365,21693,61755,256,4880,TRUE,FALSE,FALSE,18,human,train
u509903343,837,1071,99699,2,3901,TRUE,FALSE,FALSE,5,bot,train
u509582589,878807,195,6701,1196,3901,TRUE,FALSE,TRUE,17,human,train
u50916567,2441657,275,469624,2317,4880,TRUE,FALSE,TRUE,10,bot,train
u508662899,1112175,6,25072,754,3902,TRUE,FALSE,TRUE,12,bot,train
u50687788,944665,1183,100822,4462,4881,TRUE,FALSE,TRUE,6,human,train
u50567305,117606,1251,118862,722,4881,TRUE,FALSE,FALSE,14,bot,train
u505615979,1323,1857,24942,2,3904,TRUE,FALSE,FALSE,6,human,train
u504731972,808,768,573586,91,3905,TRUE,FALSE,FALSE,10,bot,train
u50393960,46274431,200,2939,122244,4882,TRUE,FALSE,TRUE,10,human,train
u503244216,1002,570,80522,1,3906,TRUE,FALSE,FALSE,9,human,train
u501918282,1130,839,38540,6,3907,TRUE,FALSE,FALSE,10,human,train
u501337024,1376,675,25950,10,3907,TRUE,FALSE,FALSE,6,human,train
u50069007,135687,843,18132,1981,4883,TRUE,FALSE,TRUE,8,bot,train
u499219350,946,295,23633,4,3910,TRUE,FALSE,FALSE,18,human,train
u498378398,1308,1017,44078,0,3910,TRUE,FALSE,FALSE,4,human,train
u497370467,93609,53542,26872,126,3912,TRUE,FALSE,FALSE,13,human,train
u496883368,1039645,151589,58810,505,3912,TRUE,FALSE,FALSE,9,bot,train
u495433160,2752,660,126569,12,3914,TRUE,FALSE,FALSE,1,human,train
u49536214,103080,1905,163668,605,4884,TRUE,FALSE,FALSE,20,bot,train
u495103914,968,19,19914,1,3914,TRUE,FALSE,FALSE,16,bot,train
u49348697,79828,37350,115984,1451,4885,TRUE,FALSE,FALSE,13,human,train
u4925593090,3324,2670,8896,3,2453,TRUE,FALSE,FALSE,4,human,train
u490645569,854,786,68119,1,3919,TRUE,FALSE,FALSE,14,bot,train
u490444549,91693,5335,45651,277,3919,TRUE,FALSE,FALSE,13,bot,train
u490406701,117284,511,105155,219,3919,TRUE,FALSE,FALSE,11,human,train
u4902726274,76,167,569,1,2458,TRUE,FALSE,FALSE,9,human,train
u48962805,102380,394,74196,578,4886,TRUE,FALSE,FALSE,8,human,train
u4885546127,8,0,1,0,2463,TRUE,FALSE,FALSE,3,human,train
u488512845,252228,211,15206,56,3921,TRUE,FALSE,FALSE,9,human,train
u4880154665,632,4681,169078,43,2464,TRUE,FALSE,FALSE,14,bot,train
u488011724,1165566,412,19405,6511,3921,TRUE,FALSE,TRUE,14,human,train
u48749099,85553,151,3984,277,4887,TRUE,FALSE,FALSE,15,human,train
u486624314,40711,10746,55297,32,3923,TRUE,FALSE,FALSE,11,bot,train
u4855688674,2066,1885,2511,3,2473,TRUE,FALSE,FALSE,6,human,train
u4849801408,24,57,169,0,2475,TRUE,FALSE,FALSE,14,bot,train
u4847874809,8582,5410,75921,172,2475,TRUE,FALSE,FALSE,18,bot,train
u4842711789,1182,1,228414,504,2477,TRUE,FALSE,FALSE,10,bot,train
u483579235,97477,78534,44331,251,3926,TRUE,FALSE,FALSE,17,bot,train
u48336713,1193760,248,36565,2407,4888,TRUE,FALSE,FALSE,11,human,train
u482622453,533756,160,38396,545,3927,TRUE,FALSE,TRUE,17,human,train
u4822267210,11,0,1652,1,2484,TRUE,FALSE,FALSE,6,bot,train
u479914394,91090,5991,85257,406,3931,TRUE,FALSE,FALSE,6,human,train
u47989062,225425,10777,91138,84,4889,TRUE,FALSE,FALSE,10,bot,train
u47923477,231235,390,109862,1769,4889,TRUE,FALSE,TRUE,15,bot,train
u47867122,2049,342,45944,11,4889,TRUE,FALSE,FALSE,14,human,train
u476621523,1364812,71,10718,1673,3934,TRUE,FALSE,FALSE,16,human,train
u47650483,1070488,1047,20142,12255,4890,TRUE,FALSE,TRUE,13,human,train
u476362131,104406,67900,23746,100,3934,TRUE,FALSE,FALSE,4,human,train
u475616820,1207,194,236869,53,3935,TRUE,FALSE,FALSE,4,bot,train
u47302521,127736,163,164305,866,4891,TRUE,FALSE,TRUE,10,bot,train
u472966889,145835,3578,41819,1431,3938,TRUE,FALSE,FALSE,12,human,train
u47281118,185352,532,58617,811,4891,TRUE,FALSE,TRUE,16,human,train
u47191725,167977,3751,36471,2924,4892,TRUE,FALSE,TRUE,9,bot,train
u471838819,886,842,78237,16,3939,TRUE,FALSE,FALSE,10,bot,train
u471703396,1512,1330,72219,19,3939,TRUE,FALSE,FALSE,14,human,train
u4714956096,931,0,142101,177,2496,TRUE,FALSE,FALSE,11,bot,train
u471378714,952,880,25492,2,3940,TRUE,FALSE,FALSE,11,human,train
u47132215,1125234,351,10582,3568,4892,TRUE,FALSE,TRUE,11,human,train
u47107785,108098,1772,119510,641,4892,TRUE,FALSE,FALSE,12,bot,train
u46982118,1718,1695,84855,30,4893,TRUE,FALSE,FALSE,10,human,train
u467712489,169841,1872,47836,210,3944,TRUE,FALSE,FALSE,14,human,train
u467646256,109076,1,44540,288,3944,TRUE,FALSE,FALSE,21,human,train
u466573221,102935,8843,165766,122,3945,TRUE,FALSE,FALSE,20,bot,train
u46578464,92586,1813,80,359,4894,TRUE,FALSE,FALSE,13,human,train
u465521654,99854,73722,211536,2958,3946,TRUE,FALSE,FALSE,10,bot,train
u465085290,84953,28,19866,72,3947,TRUE,FALSE,FALSE,10,human,train
u46476526,801517,724805,112946,5563,4895,TRUE,FALSE,FALSE,33,bot,train
u464656204,39388,32587,4987,136,3947,TRUE,FALSE,FALSE,13,bot,train
u46440103,455998,127530,4693,921,4895,TRUE,FALSE,TRUE,17,human,train
u464163488,103913,30967,368021,2614,3948,TRUE,FALSE,FALSE,17,bot,train
u46318078,169519,260,16997,1119,4895,TRUE,FALSE,TRUE,14,human,train
u46291977,520171,117287,3808,897,4895,TRUE,FALSE,TRUE,4,human,train
u46282259,131617,581,31378,106,4895,TRUE,FALSE,FALSE,13,human,train
u462007707,960,166,47359,0,3950,TRUE,FALSE,FALSE,6,human,train
u461918556,989,707,52250,6,3950,TRUE,FALSE,FALSE,3,human,train
u461804603,101905,27410,327952,2181,3950,TRUE,FALSE,FALSE,8,bot,train
u461277906,355209,3145,9953,3405,3951,TRUE,FALSE,TRUE,18,bot,train
u460655540,580589,375,8237,405,3951,TRUE,FALSE,TRUE,18,human,train
u460279825,77712,10739,27014,72,3952,TRUE,FALSE,FALSE,1,human,train
u459167208,79587,25,147120,120,3953,TRUE,FALSE,FALSE,4,human,train
u45861757,1053,665,39724,64,4897,TRUE,FALSE,FALSE,3,bot,train
u457590482,1475,821,76053,102,3955,TRUE,FALSE,FALSE,3,bot,train
u45698212,143525,970,25407,690,4898,TRUE,FALSE,FALSE,12,human,train
u456792557,176735,3,86715,618,3956,TRUE,FALSE,TRUE,20,bot,train
u456723411,2209692,24,37043,1054,3956,TRUE,FALSE,FALSE,10,human,train
u456605888,93551,19770,17965,74,3956,TRUE,FALSE,FALSE,20,human,train
u456361810,51,192,281,6,3956,TRUE,FALSE,FALSE,13,human,train
u456177793,217618,76,70996,1272,3957,TRUE,FALSE,TRUE,10,bot,train
u456124980,100592,56186,188777,321,3957,TRUE,FALSE,FALSE,18,bot,train
u4556775395,1845,1114,6732,48,2511,TRUE,FALSE,FALSE,14,bot,train
u454324273,824625,833660,96061,789,3959,TRUE,FALSE,FALSE,13,bot,train
u454119569,965,564,20179,1,3959,TRUE,FALSE,FALSE,8,human,train
u45406850,138533,1942,63033,719,4899,TRUE,FALSE,TRUE,10,bot,train
u453825972,121697,4,16702,79,3959,TRUE,FALSE,TRUE,13,human,train
u453510918,981705,794,59076,880,3959,TRUE,FALSE,FALSE,13,bot,train
u45285656,110498,70213,104514,798,4899,TRUE,FALSE,FALSE,17,human,train
u452029319,1328,1282,278538,47,3961,TRUE,FALSE,FALSE,12,bot,train
u451623060,115838,98041,84835,608,3962,TRUE,FALSE,TRUE,5,human,train
u4497835955,42914,2366,31620,4,2516,TRUE,FALSE,FALSE,17,bot,train
u449470627,770,56,42641,3,3964,TRUE,FALSE,FALSE,6,bot,train
u449124636,893,252,45854,6,3965,TRUE,FALSE,FALSE,7,human,train
u448529505,840,831,160163,19,3965,TRUE,FALSE,FALSE,2,bot,train
u4477044201,5043,4077,204793,230,2518,TRUE,FALSE,FALSE,23,bot,train
u447346922,928,1500,20087,1,3967,TRUE,FALSE,FALSE,5,human,train
u446974963,134930,421,82231,1302,3967,TRUE,FALSE,FALSE,15,human,train
u44683523,98869,1212,57241,103,4902,TRUE,FALSE,TRUE,3,bot,train
u44668684,110316,3,63922,1831,4902,TRUE,FALSE,FALSE,12,bot,train
u44603356,162587,989,105010,93,4902,TRUE,FALSE,FALSE,13,human,train
u44446850,199197,129,129142,494,4903,TRUE,FALSE,TRUE,16,bot,train
u44412106,88941,3088,13192,657,4903,TRUE,FALSE,TRUE,15,human,train
u44409004,50919494,212,6150,100814,4903,TRUE,FALSE,TRUE,7,human,train
u44310851,1324,1889,5150,0,4903,TRUE,FALSE,FALSE,6,bot,train
u4411292416,1592,0,29747,1,2524,TRUE,FALSE,FALSE,14,bot,train
u440784095,1451615,0,93526,735,3974,TRUE,FALSE,FALSE,10,bot,train
u43910684,1157518,785,138501,10660,4905,TRUE,FALSE,TRUE,10,bot,train
u43768063,881,657,127163,37,4906,TRUE,FALSE,FALSE,3,human,train
u436821727,93301,77996,17850,251,3979,TRUE,FALSE,FALSE,7,human,train
u436391256,77249,54785,439,128,3979,TRUE,FALSE,FALSE,13,bot,train
u435372214,119684,2553,46581,151,3980,TRUE,FALSE,FALSE,13,human,train
u435355815,2049,3009,32265,22,3981,TRUE,FALSE,FALSE,7,human,train
u43298203,1405802,1253,62371,6607,4908,TRUE,FALSE,TRUE,26,human,train
u43154983,102808,66017,114895,593,4909,TRUE,FALSE,FALSE,17,human,train
u4307623643,88,3,19,0,2534,TRUE,FALSE,FALSE,18,bot,train
u429950914,1576,477,6607,55,3987,TRUE,FALSE,TRUE,15,human,train
u42858599,980,581,204884,267,4910,TRUE,FALSE,FALSE,9,bot,train
u42836285,271420,72,280,55,4910,TRUE,FALSE,FALSE,9,human,train
u42816371,1195224,267,246277,42852,4910,TRUE,FALSE,TRUE,19,bot,train
u42741058,101084,313,52786,291,4911,TRUE,FALSE,TRUE,16,human,train
u425528043,422363,44236,371000,882,3992,TRUE,FALSE,FALSE,10,bot,train
u424720725,1086,730,6786,2,3993,TRUE,FALSE,FALSE,7,human,train
u424446461,903,515,21954,22,3994,TRUE,FALSE,FALSE,8,human,train
u423926299,1010,38,9442,9,3994,TRUE,FALSE,FALSE,15,bot,train
u423668324,84461,63185,59077,35,3995,TRUE,FALSE,FALSE,11,bot,train
u423373395,1094,548,299165,88,3995,TRUE,FALSE,FALSE,4,bot,train
u4223529927,17966,331,3230,3,2543,TRUE,FALSE,FALSE,18,bot,train
u42208855,128160,55296,19508,2286,4913,TRUE,FALSE,TRUE,12,bot,train
u422041940,2636,2526,21024,12,3997,TRUE,FALSE,FALSE,7,human,train
u422028358,878,351,3665,1,3997,TRUE,FALSE,FALSE,12,human,train
u421955743,94960,89041,96723,267,3997,TRUE,FALSE,FALSE,5,human,train
u42170630,1008999,593,42737,739,4913,TRUE,FALSE,FALSE,12,bot,train
u421077323,849,919,119293,19,3998,TRUE,FALSE,FALSE,15,bot,train
u420670398,1372,360,61971,29,3999,TRUE,FALSE,FALSE,5,bot,train
u419353120,901,851,57401,0,4000,TRUE,FALSE,FALSE,21,bot,train
u419328316,439388,7,11801,571,4000,TRUE,FALSE,TRUE,17,human,train
u41926743,155387,63,343248,629,4915,TRUE,FALSE,TRUE,6,bot,train
u4185111,925,543,8757,306,5687,TRUE,FALSE,FALSE,12,bot,train
u418187913,816,692,49828,10,4002,TRUE,FALSE,FALSE,8,human,train
u415745334,86958,71070,84655,176,4005,TRUE,FALSE,FALSE,19,bot,train
u4155011358,954,304,12197,3,2555,TRUE,FALSE,FALSE,1,human,train
u415185577,778,621,30366,7,4005,TRUE,FALSE,FALSE,14,human,train
u41421105,1126806,1474,8109,4203,4917,TRUE,FALSE,TRUE,19,human,train
u413841846,577707,27,110553,1425,4007,TRUE,FALSE,FALSE,20,bot,train
u413403853,856,569,30818,6,4008,TRUE,FALSE,FALSE,15,human,train
u41246008,117912,15298,101766,1502,4918,TRUE,FALSE,FALSE,16,bot,train
u4113621027,737,495,143657,1050,2558,TRUE,FALSE,FALSE,11,bot,train
u4110375555,73613,63963,17623,33,2558,TRUE,FALSE,FALSE,9,bot,train
u410805170,1262,253,16683,3,4011,TRUE,FALSE,FALSE,5,human,train
u41077970,86239,4838,8162,2258,4918,TRUE,FALSE,TRUE,4,bot,train
u410089108,150106,824,41015,1871,4012,TRUE,FALSE,TRUE,12,human,train
u409863961,909337,23,3209,1455,4012,TRUE,FALSE,FALSE,12,bot,train
u40940905,97363,51049,25524,1736,4919,TRUE,FALSE,FALSE,15,human,train
u40898254,80036,739,6149,671,4919,TRUE,FALSE,TRUE,3,human,train
u408911226,89411,91890,8011,37,4013,TRUE,FALSE,FALSE,6,human,train
u4082696954,806,3183,988,0,2562,TRUE,FALSE,FALSE,17,human,train
u4080133834,819,92,374878,1612,2562,TRUE,FALSE,FALSE,5,bot,train
u4068159017,24698,21444,5589,22,2564,TRUE,FALSE,FALSE,7,human,train
u40589808,95341,175,54321,488,4920,TRUE,FALSE,TRUE,11,bot,train
u40583484,1129266,12184,23235,2935,4920,TRUE,FALSE,TRUE,17,human,train
u405113207,948,171,11161,5,4019,TRUE,FALSE,FALSE,8,human,train
u40398210,963,4354,96287,203,4921,TRUE,FALSE,FALSE,6,bot,train
u40364991,82272,525,82197,1294,4922,TRUE,FALSE,FALSE,5,bot,train
u403627397,965,1376,30386,2,4021,TRUE,FALSE,FALSE,11,human,train
u403424204,74799,1073,6223,454,4021,TRUE,FALSE,TRUE,17,bot,train
u40340946,101536,1270,220945,1314,4922,TRUE,FALSE,FALSE,11,human,train
u40212757,154378,1859,34433,2521,4922,TRUE,FALSE,TRUE,4,bot,train
u401827209,90584,84,64794,35,4023,TRUE,FALSE,FALSE,16,human,train
u401775393,134375,18589,11792,1101,4023,TRUE,FALSE,TRUE,14,human,train
u401439271,108608,103675,157606,37,4024,TRUE,FALSE,FALSE,12,bot,train
u400750779,978,941,29845,2,4025,TRUE,FALSE,FALSE,11,bot,train
u400334965,141210,3747,261639,1896,4026,TRUE,FALSE,TRUE,15,human,train
u39985029,1267932,824,29527,2505,4923,TRUE,FALSE,TRUE,12,bot,train
u39941540,134022,37154,173673,1398,4923,TRUE,FALSE,TRUE,14,bot,train
u39927901,2303744,498,2397,1219,4923,TRUE,FALSE,TRUE,12,human,train
u39922594,138458,940,71809,4102,4923,TRUE,FALSE,TRUE,12,human,train
u3990931,853,1222,210795,103,5688,TRUE,FALSE,FALSE,5,bot,train
u3989896755,1718,1552,6214,119,2575,TRUE,FALSE,FALSE,20,bot,train
u398836690,112471,365,69955,292,4028,TRUE,FALSE,TRUE,9,bot,train
u397493417,936763,616783,38151,575,4030,TRUE,FALSE,FALSE,13,human,train
u395725333,1219,1097,38806,1,4032,TRUE,FALSE,FALSE,13,human,train
u3949481069,2253,95,25241,157,2580,TRUE,FALSE,FALSE,5,human,train
u39330733,142209,916,58160,1316,4926,TRUE,FALSE,TRUE,10,human,train
u39321874,1305498,748,237557,7971,4926,TRUE,FALSE,TRUE,3,bot,train
u393032536,58738,4604,70149,158,4037,TRUE,FALSE,FALSE,8,human,train
u39255637,933,772,20692,71,4926,TRUE,FALSE,FALSE,6,bot,train
u39215566,144864,1111,68,4649,4926,TRUE,FALSE,TRUE,19,human,train
u392064313,129,248,64113,9,4038,TRUE,FALSE,FALSE,4,bot,train
u3920279115,889,1014,13444,25,2583,TRUE,FALSE,FALSE,13,bot,train
u391826877,1226941,1063169,5503,5532,4038,TRUE,FALSE,FALSE,20,human,train
u391628219,1220,972,53623,14,4039,TRUE,FALSE,FALSE,4,bot,train
u390557283,114714,238,35978,927,4040,TRUE,FALSE,FALSE,16,bot,train
u3900596183,29770,7601,250821,67,2585,TRUE,FALSE,FALSE,6,bot,train
u389416968,2675,588,37648,119,4042,TRUE,FALSE,FALSE,14,human,train
u3888664280,1017,1260,2642,0,2579,TRUE,FALSE,FALSE,9,human,train
u388843527,71105,62028,27006,27,4043,TRUE,FALSE,FALSE,6,human,train
u388502138,1221,578,85674,17,4044,TRUE,FALSE,FALSE,18,human,train
u38833957,370417,6048,236521,418,4928,TRUE,FALSE,TRUE,13,bot,train
u387844724,152388,326,13954,148,4045,TRUE,FALSE,TRUE,25,human,train
u386934416,1012,74,37506,24,4046,TRUE,FALSE,FALSE,17,human,train
u386707036,130568,946,65630,819,4047,TRUE,FALSE,FALSE,20,bot,train
u38652395,1205921,426,28449,1146,4929,TRUE,FALSE,FALSE,10,human,train
u38623068,1416889,188,367213,3328,4929,TRUE,FALSE,TRUE,17,bot,train
u38577243,103367,495,17701,297,4929,TRUE,FALSE,TRUE,12,human,train
u385718466,132967,318,6981,474,4048,TRUE,FALSE,TRUE,11,human,train
u3853777899,28439,3181,2665,31,2590,TRUE,FALSE,FALSE,18,bot,train
u38537315,997,863,255390,21,4930,TRUE,FALSE,FALSE,11,bot,train
u385181678,1285,1892,6030,1,4049,TRUE,FALSE,FALSE,15,bot,train
u385117198,2247,4999,7461,61,4050,TRUE,FALSE,FALSE,17,human,train
u384331504,957113,265,20873,548,4051,TRUE,FALSE,TRUE,11,bot,train
u38427754,1617862,685,118398,1632,4930,TRUE,FALSE,TRUE,5,bot,train
u383587781,871,407,93502,2,4052,TRUE,FALSE,FALSE,5,human,train
u383151753,91257,96414,93193,113,4053,TRUE,FALSE,FALSE,12,bot,train
u382374582,802,0,39507,1,4055,TRUE,FALSE,FALSE,15,bot,train
u382258177,4392,7,3907,35,4055,TRUE,FALSE,FALSE,9,bot,train
u3820376903,2424,596,70668,1,2593,TRUE,FALSE,FALSE,3,human,train
u381107116,111341,93201,35859,85,4057,TRUE,FALSE,FALSE,13,human,train
u381073791,48596,5514,90781,267,4057,TRUE,FALSE,TRUE,19,bot,train
u380570951,1732798,709,62211,4355,4058,TRUE,FALSE,TRUE,7,bot,train
u3801362175,1077,1444,10923,2,2595,TRUE,FALSE,FALSE,8,bot,train
u3800348718,2343,3968,15026,11,2587,TRUE,FALSE,FALSE,4,human,train
u3791723174,11229,259,6231,6,2588,TRUE,FALSE,FALSE,8,human,train
u378743736,80970,11675,17169,32,4061,TRUE,FALSE,FALSE,11,human,train
u378721847,925,178,26103,20,4061,TRUE,FALSE,FALSE,12,human,train
u378376122,818152,18715,10786,2802,4061,TRUE,FALSE,TRUE,7,human,train
u378325163,183922,74,14945,203,4061,TRUE,FALSE,TRUE,11,human,train
u378233374,930,1053,44322,3,4062,TRUE,FALSE,FALSE,11,human,train
u377341555,937,989,147132,7,4063,TRUE,FALSE,FALSE,9,bot,train
u375481345,1335442,15,88322,5370,4066,TRUE,FALSE,FALSE,20,bot,train
u375135445,1551,1560,135573,66,4067,TRUE,FALSE,FALSE,10,human,train
u37494271,1858994,114,16199,2490,4934,TRUE,FALSE,TRUE,19,human,train
u374294966,329020,481,6892,1240,4068,TRUE,FALSE,TRUE,11,human,train
u373706247,987,727,30442,3,4069,TRUE,FALSE,FALSE,9,human,train
u373490841,200658,5310,124231,3090,4070,TRUE,FALSE,TRUE,11,bot,train
u373024213,1467540,300,15057,514,4071,TRUE,FALSE,TRUE,3,human,train
u37260832,813,62,1913,32,4935,TRUE,FALSE,FALSE,5,bot,train
u37019708,1107536,46,164553,6701,4936,TRUE,FALSE,FALSE,10,bot,train
u36984408,179279,541,12107,306,4936,TRUE,FALSE,TRUE,9,bot,train
u369625532,1524,1924,138563,71,4077,TRUE,FALSE,FALSE,14,human,train
u36958020,1655466,815,37757,2539,4936,TRUE,FALSE,FALSE,16,bot,train
u368815711,98531,291,8419,386,4078,TRUE,FALSE,TRUE,15,bot,train
u36850898,488462,206,7187,1342,4936,TRUE,FALSE,TRUE,16,human,train
u36848025,883,184,127259,27,4936,TRUE,FALSE,FALSE,11,bot,train
u36759246,99044,733,12332,606,4937,TRUE,FALSE,TRUE,17,bot,train
u366417743,770,983,189136,6,4082,TRUE,FALSE,FALSE,6,bot,train
u366075666,114772,821,68009,519,4083,TRUE,FALSE,FALSE,4,bot,train
u365728243,937,450,40282,15,4084,TRUE,FALSE,FALSE,7,human,train
u36439939,127584,28422,27725,1901,4938,TRUE,FALSE,TRUE,9,human,train
u3632660955,30050,933,39799,53,2611,TRUE,FALSE,FALSE,6,human,train
u362284562,162489,4940,79636,878,4089,TRUE,FALSE,TRUE,11,human,train
u36204399,309042,133,95371,2451,4939,TRUE,FALSE,TRUE,11,bot,train
u36100710,2579728,214,121810,4085,4939,TRUE,FALSE,TRUE,13,bot,train
u359767085,1035,732,40371,3,4093,TRUE,FALSE,FALSE,10,human,train
u359245295,155616,726,61988,540,4094,TRUE,FALSE,TRUE,15,human,train
u35867792,93336,68946,56108,2198,4940,TRUE,FALSE,FALSE,14,bot,train
u3586579334,1396,869,17412,43,2607,TRUE,FALSE,FALSE,20,bot,train
u358233640,847,1138,36423,2,4096,TRUE,FALSE,FALSE,10,human,train
u358101059,87426,1441,36937,391,4096,TRUE,FALSE,FALSE,11,bot,train
u35737385,129521,3232,1600979,744,4940,TRUE,FALSE,TRUE,6,bot,train
u356832159,123388,137066,50102,104,4098,TRUE,FALSE,FALSE,14,human,train
u355784391,632469,371917,92259,4557,4100,TRUE,FALSE,FALSE,19,bot,train
u355303278,1489,1368,28275,4,4100,TRUE,FALSE,FALSE,6,human,train
u35359596,109055,169,137618,1531,4941,TRUE,FALSE,FALSE,11,bot,train
u35293850,110861,98945,196623,1776,4942,TRUE,FALSE,FALSE,13,bot,train
u352132252,910,916,150340,26,4105,TRUE,FALSE,FALSE,4,bot,train
u351999221,1951033,780,201042,2622,4105,TRUE,FALSE,TRUE,8,bot,train
u351331309,967,147,34733,6,4106,TRUE,FALSE,FALSE,17,human,train
u351017477,843,797,9756,1,4107,TRUE,FALSE,FALSE,7,human,train
u349481001,96098,3,19374,83,4109,TRUE,FALSE,FALSE,17,bot,train
u34946543,946,1955,457343,11,4943,TRUE,FALSE,FALSE,17,bot,train
u34895713,146591,384,21830,1691,4943,TRUE,FALSE,TRUE,4,bot,train
u34867057,1401998,4507,106063,8738,4943,TRUE,FALSE,TRUE,12,human,train
u348332150,1106,1,490216,68,4111,TRUE,FALSE,FALSE,14,bot,train
u3476878998,83931,9347,186899,310,2616,TRUE,FALSE,FALSE,15,bot,train
u347607131,832,0,138393,39,4112,TRUE,FALSE,FALSE,6,bot,train
u34570323,1407309,3580,306016,5675,4944,TRUE,FALSE,TRUE,10,bot,train
u34507480,60310698,62225,43576,62694,4944,TRUE,FALSE,TRUE,13,human,train
u343513597,938,264,72110,5,4119,TRUE,FALSE,FALSE,6,human,train
u34323417,964,842,61697,6,4945,TRUE,FALSE,FALSE,16,human,train
u3430977532,1465,209,279153,82,2635,TRUE,FALSE,FALSE,9,bot,train
u342880502,76900,631,15278,306,4120,TRUE,FALSE,TRUE,12,human,train
u34253207,116996,1105,24442,833,4945,TRUE,FALSE,TRUE,18,human,train
u34239016,127566,587,117349,1055,4945,TRUE,FALSE,FALSE,17,bot,train
u34238668,175914,495,65086,1722,4945,TRUE,FALSE,TRUE,17,bot,train
u341863906,921,31,146509,11,4121,TRUE,FALSE,FALSE,14,bot,train
u34068984,1248064,115,601,1600,4946,TRUE,FALSE,TRUE,15,human,train
u340470628,1089,722,63346,1,4124,TRUE,FALSE,FALSE,5,human,train
u33884545,16920599,643,177152,51131,4946,TRUE,FALSE,TRUE,14,bot,train
u337741447,125351,229,13675,583,4128,TRUE,FALSE,FALSE,16,human,train
u337399038,162362,801,58034,167,4129,TRUE,FALSE,TRUE,19,human,train
u33705457,912073,1357,32292,4325,4947,TRUE,FALSE,TRUE,19,human,train
u3365682132,1129,1203,46624,27,2626,TRUE,FALSE,FALSE,3,bot,train
u33619791,95757,1095,9697,283,4947,TRUE,FALSE,TRUE,15,human,train
